id,substation_id,name,type,latitude,longitude,string_actual,order_actual,string,order,distance,subassembly,upstream_cable,easting,northing,floris_x,floris_y,cable_length,bury_speed
G6,OSS,G6,turbine,-41.42140653,-74.64553932,2.0,4.0,2.0,4.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,10606.05,7575.75,10606.05,7575.75,4.85735635963198,0.0
B5,OSS,B5,turbine,-41.60818312,-74.69299518,3.0,0.0,3.0,0.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,3030.3,6060.6,3030.3,6060.6,6.932904850462855,0.0
C5,OSS,C5,turbine,-41.56527381,-74.6857823,3.0,1.0,3.0,1.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,4545.45,6060.6,4545.45,6060.6,4.876860718353224,0.0
D5,OSS,D5,turbine,-41.52240543,-74.67856149,3.0,2.0,3.0,2.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,6060.6,6060.6,6060.6,6060.6,4.87247734988922,0.0
E5,OSS,E5,turbine,-41.47957794,-74.67133275,3.0,3.0,3.0,3.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,7575.75,6060.6,7575.75,6060.6,4.868098959705978,0.0
F5,OSS,F5,turbine,-41.43679134,-74.66409609,3.0,4.0,3.0,4.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,9090.9,6060.6,9090.9,6060.6,4.863721031433003,0.0
A4,OSS,A4,turbine,-41.62383588,-74.71154231,4.0,0.0,4.0,0.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,1515.15,4545.45,1515.15,4545.45,4.887666249546506,0.0
B4,OSS,B4,turbine,-41.58086807,-74.70433179,4.0,1.0,4.0,1.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,3030.3,4545.45,3030.3,4545.45,4.883272357535456,0.0
C4,OSS,C4,turbine,-41.53794126,-74.69711331,4.0,2.0,4.0,2.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,4545.45,4545.45,4545.45,4545.45,4.878881237856675,0.0
D4,OSS,D4,turbine,-41.49505545,-74.6898869,4.0,3.0,4.0,3.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,6060.6,4545.45,6060.6,4545.45,4.874490372624072,0.0
G5,OSS,G5,turbine,-41.39404563,-74.65685154,4.0,4.0,4.0,4.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,10606.05,6060.6,10606.05,6060.6,11.632378761698613,0.0
G3,OSS,G3,turbine,-41.33920115,-74.67946516,5.0,0.0,5.0,0.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,10606.05,3030.3,10606.05,3030.3,36.64685135965249,0.0
E4,OSS,E4,turbine,-41.45221063,-74.68265256,5.0,1.0,5.0,1.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,7575.75,4545.45,7575.75,4545.45,12.636893210365967,0.0
F4,OSS,F4,turbine,-41.40940676,-74.67541031,5.0,2.0,5.0,2.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,9090.9,4545.45,9090.9,4545.45,4.865716751923283,0.0
G4,OSS,G4,turbine,-41.36664386,-74.66816015,5.0,3.0,5.0,3.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,10606.05,4545.45,10606.05,4545.45,4.861330688255865,0.0
H4,OSS,H4,turbine,-41.32392189,-74.66090211,5.0,4.0,5.0,4.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,12121.2,4545.45,12121.2,4545.45,4.856949289024038,0.0
A3,OSS,A3,turbine,-41.59649739,-74.72288094,6.0,0.0,6.0,0.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,1515.15,3030.3,1515.15,3030.3,7.8978145431540465,0.0
D2,OSS,D2,turbine,-41.44023249,-74.71252694,6.0,1.0,6.0,1.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,6060.6,1515.15,6060.6,1515.15,17.465234257160155,0.0
E2,OSS,E2,turbine,-41.39735301,-74.70528138,6.0,2.0,6.0,2.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,7575.75,1515.15,7575.75,1515.15,4.8741062016864225,0.0
F2,OSS,F2,turbine,-41.35451466,-74.69802791,6.0,3.0,6.0,3.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,9090.9,1515.15,9090.9,1515.15,4.869702375679133,0.0
G2,OSS,G2,turbine,-41.31171742,-74.69076654,6.0,4.0,6.0,4.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,10606.05,1515.15,10606.05,1515.15,4.865301219958093,0.0
B3,OSS,B3,turbine,-41.55351201,-74.71566482,7.0,0.0,7.0,0.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,3030.3,3030.3,3030.3,3030.3,12.672622630130219,0.0
C3,OSS,C3,turbine,-41.51056772,-74.70844074,7.0,1.0,7.0,1.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,4545.45,3030.3,4545.45,3030.3,4.880899676812164,0.0
D3,OSS,D3,turbine,-41.4676645,-74.70120872,7.0,2.0,7.0,2.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,6060.6,3030.3,6060.6,3030.3,4.876501419599539,0.0
E3,OSS,E3,turbine,-41.42480234,-74.69396878,7.0,3.0,7.0,3.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,7575.75,3030.3,7575.75,3030.3,4.872104624223682,0.0
F3,OSS,F3,turbine,-41.38198123,-74.68672092,7.0,4.0,7.0,4.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,9090.9,3030.3,9090.9,3030.3,4.867709500009124,0.0
A2,OSS,A2,turbine,-41.5691178,-74.73421599,8.0,0.0,8.0,0.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,1515.15,1515.15,1515.15,1515.15,11.010576483403938,0.0
B2,OSS,B2,turbine,-41.52611487,-74.72699426,8.0,1.0,8.0,1.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,3030.3,1515.15,3030.3,1515.15,4.88732666527557,0.0
C2,OSS,C2,turbine,-41.4831531,-74.71976457,8.0,2.0,8.0,2.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,4545.45,1515.15,4545.45,1515.15,4.882918346079342,0.0
F1,OSS,F1,turbine,-41.32700699,-74.70933129,8.0,3.0,8.0,3.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,9090.9,0.0,9090.9,0.0,17.452446160973494,0.0
G1,OSS,G1,turbine,-41.2841926,-74.7020643,8.0,4.0,8.0,4.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,10606.05,0.0,10606.05,0.0,4.867284630156287,0.0
A1,OSS,A1,turbine,-41.54169703,-74.74554745,9.0,0.0,9.0,0.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,1515.15,0.0,1515.15,0.0,14.161099020694563,0.0
B1,OSS,B1,turbine,-41.49867656,-74.7383201,9.0,1.0,9.0,1.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,3030.3,0.0,3030.3,0.0,4.88935195759508,0.0
C1,OSS,C1,turbine,-41.45569734,-74.7310848,9.0,2.0,9.0,2.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,4545.45,0.0,4545.45,0.0,4.884933832362352,0.0
D1,OSS,D1,turbine,-41.41275934,-74.72384155,9.0,3.0,9.0,3.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,6060.6,0.0,6060.6,0.0,4.880519586083267,0.0
E1,OSS,E1,turbine,-41.36986256,-74.71659038,9.0,4.0,9.0,4.0,0.0,12MW_osw_fixed.yaml,osw_array.yaml,7575.75,0.0,7575.75,0.0,4.876105595631834,0.0
OSS,OSS,OSS,substation,-41.66684471,-74.71874487,,,,,,osw_substation.yaml,osw_export.yaml,0.0,4545.45,0.0,4545.45,,
