id,substation_id,name,longitude,latitude,string,order,distance,subassembly,upstream_cable
S00T60,OSS1,S00T60,0,0,0,59,0,vestas_v90_annual_service_only.yaml,array.yaml
S00T61,OSS1,S00T61,0,0,0,60,0,vestas_v90_annual_service_only.yaml,array.yaml
S00T62,OSS1,S00T62,0,0,0,61,0,vestas_v90_annual_service_only.yaml,array.yaml
S00T63,OSS1,S00T63,0,0,0,62,0,vestas_v90_annual_service_only.yaml,array.yaml
S00T64,OSS1,S00T64,0,0,0,63,0,vestas_v90_annual_service_only.yaml,array.yaml
S00T65,OSS1,S00T65,0,0,0,64,0,vestas_v90_annual_service_only.yaml,array.yaml
S00T66,OSS1,S00T66,0,0,0,65,0,vestas_v90_annual_service_only.yaml,array.yaml
S00T67,OSS1,S00T67,0,0,0,66,0,vestas_v90_annual_service_only.yaml,array.yaml
S00T68,OSS1,S00T68,0,0,0,67,0,vestas_v90_annual_service_only.yaml,array.yaml
S00T69,OSS1,S00T69,0,0,0,68,0,vestas_v90_annual_service_only.yaml,array.yaml
S00T70,OSS1,S00T70,0,0,0,69,0,vestas_v90_annual_service_only.yaml,array.yaml
S00T71,OSS1,S00T71,0,0,0,70,0,vestas_v90_annual_service_only.yaml,array.yaml
S00T72,OSS1,S00T72,0,0,0,71,0,vestas_v90_annual_service_only.yaml,array.yaml
S00T73,OSS1,S00T73,0,0,0,72,0,vestas_v90_annual_service_only.yaml,array.yaml
S00T74,OSS1,S00T74,0,0,0,73,0,vestas_v90_annual_service_only.yaml,array.yaml
S00T75,OSS1,S00T75,0,0,0,74,0,vestas_v90_annual_service_only.yaml,array.yaml
S00T76,OSS1,S00T76,0,0,0,75,0,vestas_v90_annual_service_only.yaml,array.yaml
S00T77,OSS1,S00T77,0,0,0,76,0,vestas_v90_annual_service_only.yaml,array.yaml
S00T78,OSS1,S00T78,0,0,0,77,0,vestas_v90_annual_service_only.yaml,array.yaml
S00T79,OSS1,S00T79,0,0,0,78,0,vestas_v90_annual_service_only.yaml,array.yaml
S00T80,OSS1,S00T80,0,0,0,79,0,vestas_v90_annual_service_only.yaml,array.yaml
